user_id,sales_name,group_name,call_time,call_status,voice_id,play_url,down_url
"63015516","EGCC-eman.amr","2289(Maqsam)","2026-04-25 19:51:00","in_progress","","",""
"63010491","51habiba.hassan","2244(Maqsam)","2026-04-25 19:35:28","双方接通","599698529","http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-25/maqsam-habiba.hassan.299280221.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777127424&Signature=iYGJzqakwdNoVrM7z1Kk81wXPDY%3D","http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-25/maqsam-habiba.hassan.299280221.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777127424&Signature=iYGJzqakwdNoVrM7z1Kk81wXPDY%3D"
"63010491","51habiba.hassan","2244(Maqsam)","2026-04-25 19:34:13","客户未接听","","",""
"63010491","51habiba.hassan","2244(Maqsam)","2026-04-25 19:33:04","in_progress","","",""
"63015516","EGCC-eman.amr","2289(Maqsam)","2026-04-25 19:32:25","双方接通","599697819","http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-25/maqsam-Eman.Amr.299278994.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777127425&Signature=4sWFCy5nYbLq8UaAjF6LLxb0dgA%3D","http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-25/maqsam-Eman.Amr.299278994.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777127425&Signature=4sWFCy5nYbLq8UaAjF6LLxb0dgA%3D"
"63015516","EGCC-eman.amr","2289(Maqsam)","2026-04-25 19:32:12","客户未接听","","",""
"63009570","51habiba.hassan","2244(Maqsam)","2026-04-25 19:26:18","客户未接听","","",""
"63009570","51habiba.hassan","2244(Maqsam)","2026-04-25 19:26:01","客户未接听","","",""
"63009570","51habiba.hassan","2244(Maqsam)","2026-04-25 19:25:51","客户未接听","","",""
"63009570","51habiba.hassan","2244(Maqsam)","2026-04-25 19:24:31","双方接通","599696345","http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-25/maqsam-habiba.hassan.299275669.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777127426&Signature=1jZ6eyZT2nL1DcOnL6xpiGtCFko%3D","http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-25/maqsam-habiba.hassan.299275669.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777127426&Signature=1jZ6eyZT2nL1DcOnL6xpiGtCFko%3D"
"63009570","51habiba.hassan","2244(Maqsam)","2026-04-25 19:23:01","客户未接听","","",""
"63009570","51habiba.hassan","2244(Maqsam)","2026-04-25 19:22:49","用户忙","","",""
"63002028","51habiba.hassan","2244(Maqsam)","2026-04-25 19:15:44","双方接通","599693955","http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-25/maqsam-habiba.hassan.299271847.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777127427&Signature=mBgLzSNf6uYzhfZXDDPuJXcUZxo%3D","http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-25/maqsam-habiba.hassan.299271847.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777127427&Signature=mBgLzSNf6uYzhfZXDDPuJXcUZxo%3D"
"62987542","51habiba.hassan","2244(Maqsam)","2026-04-25 19:10:34","双方接通","599692063","http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-25/maqsam-habiba.hassan.299269739.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777127428&Signature=cx4St8Rwda1LTbetIFtOZEKCfH0%3D","http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-25/maqsam-habiba.hassan.299269739.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777127428&Signature=cx4St8Rwda1LTbetIFtOZEKCfH0%3D"
"62987542","51habiba.hassan","2244(Maqsam)","2026-04-25 18:55:05","双方接通","599688750","http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-25/maqsam-habiba.hassan.299263997.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777127429&Signature=2l9RGuLoNA6nJOOsXYWpIyruS%2BE%3D","http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-25/maqsam-habiba.hassan.299263997.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777127429&Signature=2l9RGuLoNA6nJOOsXYWpIyruS%2BE%3D"
"63002028","51habiba.hassan","2244(Maqsam)","2026-04-25 18:24:10","双方接通","599680493","http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-25/maqsam-habiba.hassan.299252352.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777127429&Signature=3tg0g0fJyjNEOcnND2cNaFigjGI%3D","http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-25/maqsam-habiba.hassan.299252352.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777127429&Signature=3tg0g0fJyjNEOcnND2cNaFigjGI%3D"
"63002028","51habiba.hassan","2244(Maqsam)","2026-04-25 18:22:35","双方接通","599680499","http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-25/maqsam-habiba.hassan.299251762.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777127430&Signature=N6cMQTPN%2Fv5QgDbiOq6picUqFc4%3D","http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-25/maqsam-habiba.hassan.299251762.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777127430&Signature=N6cMQTPN%2Fv5QgDbiOq6picUqFc4%3D"
"62881630","51habiba.hassan","2244(Maqsam)","2026-04-25 17:57:50","双方接通","599676429","http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-25/maqsam-habiba.hassan.299241811.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777127430&Signature=tfQrmhhlvfqDncVWjvmNXBYGg9s%3D","http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-25/maqsam-habiba.hassan.299241811.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777127430&Signature=tfQrmhhlvfqDncVWjvmNXBYGg9s%3D"
"63010643","51habiba.hassan","2244(Maqsam)","2026-04-25 17:55:48","双方接通","599676017","http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-25/maqsam-habiba.hassan.299241041.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777127431&Signature=0R87iVDOOOZjUAKIBg1c4AlMAgA%3D","http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-25/maqsam-habiba.hassan.299241041.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777127431&Signature=0R87iVDOOOZjUAKIBg1c4AlMAgA%3D"
"63010643","51habiba.hassan","2244(Maqsam)","2026-04-25 17:51:03","in_progress","","",""
"63014554","51habiba.hassan","2244(Maqsam)","2026-04-25 17:44:50","用户忙","","",""
"63014554","51habiba.hassan","2244(Maqsam)","2026-04-25 17:44:34","用户忙","","",""
"63014554","51habiba.hassan","2244(Maqsam)","2026-04-25 17:44:25","用户忙","","",""
"63014554","51habiba.hassan","2244(Maqsam)","2026-04-25 17:41:59","in_progress","","",""
"62987542","51habiba.hassan","2244(Maqsam)","2026-04-25 17:37:11","客户未接听","","",""
"62976850","51habiba.hassan","2244(Maqsam)","2026-04-25 17:35:02","客户未接听","","",""
"62976850","51habiba.hassan","2244(Maqsam)","2026-04-25 17:33:52","客户未接听","","",""
"62881630","51habiba.hassan","2244(Maqsam)","2026-04-25 16:58:47","客户未接听","","",""
"62881630","51habiba.hassan","2244(Maqsam)","2026-04-25 16:57:40","客户未接听","","",""
"63008629","51habiba.hassan","2244(Maqsam)","2026-04-25 16:35:44","双方接通","599664965","http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-25/maqsam-habiba.hassan.299214714.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777127434&Signature=7vFg%2FQHYEnqI6IIwSxRoFU1ifK8%3D","http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-04-25/maqsam-habiba.hassan.299214714.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1777127434&Signature=7vFg%2FQHYEnqI6IIwSxRoFU1ifK8%3D"
"63005455","51habiba.hassan","2244(Maqsam)","2026-04-25 16:33:53","客户未接听","","",""
"62980864","EGCC-eman.amr","2289(Maqsam)","2026-04-25 16:27:43","in_progress","","",""
"63005455","51habiba.hassan","2244(Maqsam)","2026-04-25 16:26:55","客户未接听","","",""
"62997418","EGCC-eman.amr","2289(Maqsam)","2026-04-25 16:25:44","客户未接听","","",""
"62977754","51habiba.hassan","2244(Maqsam)","2026-04-25 16:24:52","客户未接听","","",""
"62987542","51habiba.hassan","2244(Maqsam)","2026-04-25 16:22:35","客户未接听","","",""
